Graph,n,m,Result,Time Taken(ms),,Total(s),=SUM(E:E)/1000
KonigGraph-100-268,200,8512,Unique,605
KonigGraph-100-269,200,9534,Unique,670
KonigGraph-100-270,200,10466,Unique,723
KonigGraph-100-271,200,11948,Unique,848
KonigGraph-100-272,200,3310,Unique,327
KonigGraph-100-273,200,3345,Unique,464
KonigGraph-100-274,200,3406,Unique,365
KonigGraph-100-275,200,3500,Unique,385
KonigGraph-100-276,200,3544,Unique,409
KonigGraph-100-277,200,3664,Unique,349
KonigGraph-100-278,200,3747,Unique,406
KonigGraph-100-279,200,3919,Unique,378
KonigGraph-100-280,200,3945,Unique,343
KonigGraph-100-281,200,4047,Unique,331
KonigGraph-100-282,200,5016,Unique,461
KonigGraph-100-283,200,6005,Unique,468
KonigGraph-100-284,200,6975,Unique,545
KonigGraph-100-285,200,7983,Unique,557
KonigGraph-100-286,200,9014,Unique,666
KonigGraph-100-287,200,10036,Unique,718
KonigGraph-100-288,200,10968,Unique,742
KonigGraph-100-289,200,12398,Unique,843
KonigGraph-100-290,200,3760,Unique,494
KonigGraph-100-291,200,3795,Unique,523
KonigGraph-100-292,200,3856,Unique,501
KonigGraph-100-293,200,3950,Unique,432
KonigGraph-100-294,200,3994,Unique,416
KonigGraph-100-295,200,4114,Unique,387
KonigGraph-100-296,200,4197,Unique,414
KonigGraph-100-297,200,4369,Unique,396
KonigGraph-100-298,200,4395,Unique,384
KonigGraph-100-299,200,4497,Unique,348
KonigGraph-100-300,200,5466,Unique,475
KonigGraph-100-301,200,6455,Unique,495
KonigGraph-100-302,200,7425,Unique,550
KonigGraph-100-303,200,8433,Unique,597
KonigGraph-100-304,200,9464,Unique,692
KonigGraph-100-305,200,10486,Unique,725
KonigGraph-100-306,200,11418,Unique,781
KonigGraph-100-307,200,12898,Unique,869
KonigGraph-100-308,200,4260,Unique,467
KonigGraph-100-309,200,4295,Unique,574
KonigGraph-100-310,200,4356,Unique,561
KonigGraph-100-311,200,4450,Unique,501
KonigGraph-100-312,200,4494,Unique,532
